-591.634000,	-46.359200,	-10.030500,	-10.030500,	300.033000,	-61.483100,	-61.483100,	45.114300,	-7.944150,	-43.838200,	23.456800,	18.574000,	13.321200,	10.309800,	-10.993300,	-29.830000,	-25.494800,	8.861280,	-79.362500,	-154.067000,	-38.302200,	16.518400,	23.084600,	17.153100,	-83.370700,	-152.190000,	18.530400,	-27.382800,	-103.498000,	-16.684600,	-44.459100,	2.287140,	47.927500,	36.862900,	7.404580,	-37.876900,	-37.876900,	-37.876900,	7.782860,	0.101780,	0.101780,	-42.649200,	-21.274200,	1.418610,	546.714000,	576.692000,	725.156000,	608.954000,	-2.958780,	88.352000,	-76.258700,	-76.258700,	15.762700,	15.762700,	15.762700,	-45.925700,	-109.658000,	9.229960,	9.229960,	-50.209200,	28.916000,	-29.982000,	-46.223000,	-46.223000,	-61.314600,	13.391600,	13.391600,	-135.667000,	-182.759000,	-97.234600,	-61.434800,	-31.736800,	-124.990000,	-216.752000,	9.457970,	-71.074400,	-71.074400,	-83.653300,	-53.401400,	-11.567100,	21.664200,	-15.339900,	22.500500,	-14.663900,	-23.093200,	3.340170,	-53.760900,	2.471380,	-11.315300,	-128.674000,	-105.255000,	14.274500,	4.180220,	2.471120,	1072.850000,	-7.606370,	-21.967600,	-49.678700,	-57.586600,	-152.190000,	-152.190000,	-152.190000,	-152.190000,	-27.452800,	4.484510,	-6.277050,	218.916000,	218.916000,	-64.261900,	1.445290,	-84.463900
-362.886000,	-35.509000,	43.028600,	43.028600,	-170.274000,	-21.107500,	-21.107500,	49.819700,	14.582500,	3.668100,	31.513700,	17.136600,	33.512700,	34.686800,	-8.305560,	14.283500,	-7.224290,	10.130000,	-17.950400,	-112.483000,	-6.483610,	22.594100,	14.651900,	14.141600,	-7.009150,	-22.096800,	30.838000,	-17.393700,	-33.005300,	3.360360,	-15.901700,	7.852900,	81.473000,	66.035300,	26.754000,	-11.579800,	-11.579800,	-11.579800,	3.910550,	3.692910,	3.692910,	11.549600,	3.548020,	1.402360,	-298.296000,	-406.807000,	8.631480,	-433.092000,	-4.896720,	62.823400,	19.788600,	19.788600,	27.809600,	27.809600,	27.809600,	-42.771100,	-69.351000,	16.573700,	16.573700,	-28.841400,	38.848200,	-22.308800,	-21.211400,	-21.211400,	-29.544500,	9.349090,	9.349090,	-90.726900,	-97.759600,	-62.279800,	-45.244000,	-10.578700,	-47.234700,	-81.695600,	30.334200,	-57.767900,	-57.767900,	-28.964600,	-13.151600,	0.019161,	48.789600,	47.579400,	6.694510,	0.376815,	3.210160,	7.579620,	14.458400,	3.383940,	-3.877250,	-51.355400,	-3.781690,	4.110090,	-4.833140,	-5.339620,	-475.860000,	-10.072900,	-33.261900,	34.533600,	29.986400,	-22.096800,	-22.096800,	-22.096800,	-22.096800,	-3.691970,	11.181300,	6.046560,	191.082000,	191.082000,	-39.219500,	17.313700,	-10.024400
-91.028400,	-18.239600,	84.067600,	84.067600,	-377.494000,	36.512400,	36.512400,	47.355400,	43.634300,	60.435500,	42.056800,	18.803700,	63.996400,	59.892900,	7.664100,	72.120800,	17.037000,	12.396900,	55.964800,	-51.836800,	30.527500,	25.925700,	10.200600,	17.694800,	94.453600,	128.253000,	51.913400,	-1.225880,	60.123500,	37.108700,	28.035200,	22.048200,	103.316000,	92.336700,	55.232400,	30.459200,	30.459200,	30.459200,	1.079280,	16.839900,	16.839900,	80.900200,	34.815400,	12.227200,	-519.890000,	-611.972000,	-566.338000,	-658.503000,	4.309830,	37.831600,	128.055000,	128.055000,	41.435500,	41.435500,	41.435500,	-7.600550,	4.516370,	37.597800,	37.597800,	3.111340,	65.072800,	-9.202110,	28.712800,	28.712800,	30.824900,	7.718010,	7.718010,	-20.974100,	12.086000,	-7.321680,	5.820360,	42.454700,	65.428300,	112.497000,	61.178300,	-34.957200,	-34.957200,	47.279100,	51.529700,	19.629100,	72.556400,	115.504000,	7.450260,	35.257600,	42.564900,	15.370600,	99.604600,	15.438300,	17.447500,	52.622100,	110.019000,	9.425250,	-9.734990,	-5.706020,	-1074.830000,	0.714898,	-20.481200,	119.769000,	117.920000,	128.253000,	128.253000,	128.253000,	128.253000,	24.615800,	22.395000,	19.146900,	-246.646000,	-246.646000,	9.647900,	43.802200,	76.677600
111.098000,	-3.046390,	91.789800,	91.789800,	-24.531500,	90.117700,	90.117700,	27.460700,	62.216000,	109.538000,	49.554300,	20.301100,	93.729400,	78.265700,	41.212700,	128.880000,	41.249300,	11.974200,	134.412000,	40.239000,	74.689700,	30.892300,	17.756500,	30.247300,	191.683000,	264.072000,	79.442800,	8.098400,	148.024000,	74.205600,	71.709300,	40.013000,	110.353000,	113.276000,	79.622200,	74.107100,	74.107100,	74.107100,	4.933610,	44.715000,	44.715000,	142.229000,	65.611700,	32.910300,	-25.827500,	16.762900,	-267.722000,	136.768000,	24.130200,	22.561800,	211.004000,	211.004000,	58.683300,	58.683300,	58.683300,	42.927300,	90.702700,	70.205800,	70.205800,	39.085900,	109.880000,	6.541110,	102.245000,	102.245000,	119.110000,	10.509700,	10.509700,	59.014800,	127.916000,	53.690200,	83.437300,	123.319000,	189.556000,	328.964000,	87.906500,	-15.729500,	-15.729500,	122.767000,	116.991000,	41.773100,	86.275700,	181.167000,	34.484200,	81.173900,	80.521900,	31.446700,	169.219000,	38.914900,	53.373700,	158.949000,	201.345000,	31.040900,	-5.238430,	7.549160,	-96.016100,	25.396500,	28.535700,	182.363000,	175.773000,	264.072000,	264.072000,	264.072000,	264.072000,	50.193600,	26.332400,	28.510500,	-284.093000,	-284.093000,	73.603300,	70.736400,	148.652000
155.812000,	3.156540,	71.368700,	71.368700,	365.297000,	107.735000,	107.735000,	-5.486000,	55.549500,	126.763000,	45.690600,	15.032600,	99.340600,	79.586500,	72.421900,	146.692000,	51.063100,	5.864150,	177.341000,	152.358000,	114.332000,	41.922800,	33.451100,	42.295500,	218.937000,	312.298000,	89.758400,	-0.376984,	184.761000,	83.280200,	88.433700,	46.954500,	104.302000,	120.242000,	78.666700,	87.526100,	87.526100,	87.526100,	13.260100,	69.035100,	69.035100,	148.217000,	77.610700,	46.180300,	342.366000,	494.112000,	469.327000,	767.765000,	39.922100,	14.272900,	208.947000,	208.947000,	76.946000,	76.946000,	76.946000,	66.498600,	139.348000,	87.888100,	87.888100,	66.318400,	152.118000,	18.041200,	156.796000,	156.796000,	184.700000,	13.431700,	13.431700,	114.671000,	209.035000,	93.026800,	138.404000,	184.778000,	247.825000,	436.459000,	81.166800,	-10.964300,	-10.964300,	156.022000,	138.314000,	53.398700,	87.209600,	212.810000,	66.404800,	99.820100,	88.578300,	48.860200,	172.013000,	53.615700,	79.838200,	207.973000,	217.065000,	50.987100,	6.818020,	28.362700,	888.981000,	45.519900,	85.615800,	183.428000,	167.899000,	312.298000,	312.298000,	312.298000,	312.298000,	62.427700,	16.022000,	29.415700,	378.439000,	378.439000,	111.960000,	73.631900,	162.467000
107.195000,	3.084000,	47.167600,	47.167600,	233.313000,	80.718400,	80.718400,	-30.005000,	30.882600,	109.425000,	25.525000,	5.037000,	70.858500,	59.736800,	74.895100,	100.977000,	36.374500,	-2.782560,	154.183000,	247.585000,	128.659000,	53.812900,	45.318000,	44.486000,	150.685000,	235.942000,	63.611200,	-18.684600,	155.141000,	46.886100,	68.880400,	35.419900,	83.740600,	103.376000,	48.645800,	58.260400,	58.260400,	58.260400,	14.557400,	64.976200,	64.976200,	81.620600,	60.892500,	40.335300,	111.515000,	250.320000,	443.767000,	284.835000,	39.492300,	-1.476130,	110.000000,	110.000000,	86.493200,	86.493200,	86.493200,	48.726800,	127.526000,	65.988200,	65.988200,	75.898800,	161.034000,	23.010500,	149.633000,	149.633000,	179.740000,	10.015100,	10.015100,	128.955000,	225.661000,	97.407100,	136.696000,	184.228000,	191.451000,	341.427000,	37.152400,	-14.281600,	-14.281600,	130.138000,	101.842000,	48.219200,	77.840600,	177.517000,	73.426200,	66.224700,	53.135500,	50.796600,	98.345000,	39.905100,	70.071400,	171.866000,	147.225000,	51.479600,	19.728800,	45.485600,	447.890000,	42.685100,	109.734000,	110.224000,	93.684900,	235.942000,	235.942000,	235.942000,	235.942000,	55.862100,	-3.964130,	23.025700,	690.437000,	690.437000,	96.472500,	41.397500,	108.003000
106.187000,	2.745550,	33.760300,	33.760300,	-158.097000,	29.982000,	29.982000,	-29.742500,	7.297120,	81.609800,	-3.125680,	0.569208,	28.413400,	30.177900,	49.714000,	18.166300,	7.704710,	-9.773400,	92.583400,	292.004000,	111.308000,	55.044100,	46.287900,	37.246500,	46.957500,	99.029600,	21.131200,	-27.308300,	93.239300,	-9.415020,	29.147000,	11.763400,	53.625700,	69.956800,	8.494850,	10.586900,	10.586900,	10.586900,	5.727160,	35.215800,	35.215800,	-0.985697,	29.531100,	21.292000,	-215.315000,	-232.640000,	-296.104000,	-494.225000,	26.834700,	-20.256600,	-7.054080,	-7.054080,	78.306100,	78.306100,	78.306100,	11.144400,	80.716400,	15.211900,	15.211900,	62.757500,	115.855000,	24.445700,	93.869900,	93.869900,	120.984000,	1.285260,	1.285260,	116.985000,	184.317000,	74.561100,	90.945700,	126.806000,	72.830900,	128.618000,	-6.765270,	-12.487700,	-12.487700,	73.541100,	38.977800,	31.327700,	60.768700,	90.152500,	53.066800,	4.954370,	-2.351580,	32.845900,	11.207500,	4.049770,	30.201400,	94.389500,	56.407200,	32.442400,	27.424100,	50.426000,	-549.029000,	19.244200,	90.784400,	17.936000,	6.786180,	99.029600,	99.029600,	99.029600,	99.029600,	38.266700,	-27.285900,	14.493600,	110.084000,	110.084000,	47.516500,	-9.082060,	35.439700
185.999000,	4.299890,	19.745700,	19.745700,	-125.319000,	-18.640600,	-18.640600,	-16.195200,	-10.449700,	59.284000,	-26.721100,	1.651000,	-5.103890,	0.678895,	18.312200,	-45.798900,	-14.636500,	-15.008200,	52.227600,	273.419000,	74.183900,	39.564800,	33.678800,	23.722100,	-11.152700,	6.756890,	-5.109770,	-23.012100,	41.403400,	-46.623800,	-10.725200,	-13.000600,	23.128200,	34.052200,	-22.215400,	-25.166300,	-25.166300,	-25.166300,	-4.183910,	6.886870,	6.886870,	-25.132800,	7.159840,	-0.585455,	-53.941600,	-96.138200,	-391.029000,	-250.512000,	12.152700,	-21.272700,	-50.287800,	-50.287800,	45.905200,	45.905200,	45.905200,	-26.125000,	33.305100,	-31.329200,	-31.329200,	31.204500,	30.770800,	19.619700,	36.639900,	36.639900,	59.422800,	-7.505650,	-7.505650,	98.406900,	116.757000,	40.383600,	31.175300,	46.638400,	-5.061090,	-13.267300,	-19.374800,	-6.504990,	-6.504990,	26.036900,	-15.131800,	10.110600,	32.687300,	4.008290,	22.138500,	-41.256400,	-41.495200,	10.218700,	-21.982900,	-28.649800,	-7.149860,	45.371100,	23.650100,	1.890030,	25.168500,	38.265300,	-493.784000,	-9.207830,	49.377100,	-17.342000,	-31.652800,	6.756890,	6.756890,	6.756890,	6.756890,	21.388800,	-51.781700,	6.585460,	-416.456000,	-416.456000,	6.295050,	-51.935500,	5.498040
277.234000,	5.663060,	-16.837000,	-16.837000,	332.097000,	-56.771800,	-56.771800,	-16.832400,	-36.184300,	26.575900,	-42.133400,	-4.961180,	-35.376700,	-32.922300,	-10.634900,	-67.811700,	-26.892300,	-20.639200,	48.252300,	190.110000,	26.288200,	9.349640,	3.251960,	-3.128110,	-15.346000,	-14.417200,	-15.415300,	-18.355900,	-0.807215,	-58.437000,	-47.381000,	-36.089000,	-10.952200,	-4.838830,	-39.682600,	-47.017300,	-47.017300,	-47.017300,	-9.165390,	-6.542250,	-6.542250,	3.429780,	-1.386090,	-27.840200,	313.074000,	427.185000,	384.419000,	447.862000,	-6.252250,	-11.327600,	-29.322000,	-29.322000,	-12.302300,	-12.302300,	-12.302300,	-65.071500,	-11.939800,	-58.990800,	-58.990800,	-7.084490,	-64.337300,	3.994180,	-9.127830,	-9.127830,	7.812370,	-15.809600,	-15.809600,	73.524500,	47.841700,	6.901050,	-32.712600,	-41.113900,	-9.294300,	-18.731900,	-14.615500,	-5.888880,	-5.888880,	-8.292270,	-60.729200,	-15.524100,	-15.662900,	-46.070400,	-12.587600,	-62.276300,	-54.426900,	-5.691420,	-11.356700,	-43.223500,	-27.037600,	38.686300,	48.726200,	-39.901800,	10.306600,	6.248550,	584.974000,	-36.159900,	1.187590,	6.194510,	-23.213300,	-14.417200,	-14.417200,	-14.417200,	-14.417200,	5.693360,	-77.026400,	-1.144610,	-16.050200,	-16.050200,	-16.071400,	-78.137100,	16.724200
337.513000,	5.361730,	-74.191300,	-74.191300,	288.151000,	-88.644000,	-88.644000,	-39.637700,	-74.529500,	-33.509500,	-59.539600,	-27.207700,	-84.206300,	-73.524200,	-44.276400,	-73.488200,	-42.465900,	-25.441900,	36.847700,	52.802100,	-29.618600,	-29.709900,	-44.270700,	-49.646300,	-20.651400,	-27.305800,	-36.169500,	-20.410100,	-60.324500,	-64.802800,	-84.436500,	-58.963000,	-61.582500,	-58.280300,	-54.462000,	-70.742000,	-70.742000,	-70.742000,	-16.477700,	-17.985500,	-17.985500,	11.538800,	-10.077500,	-63.480400,	132.731000,	196.644000,	485.922000,	206.023000,	-35.547500,	-26.595600,	-24.671800,	-24.671800,	-88.040200,	-88.040200,	-88.040200,	-107.196000,	-71.579900,	-81.986000,	-81.986000,	-44.417000,	-155.445000,	-18.188400,	-63.857500,	-63.857500,	-57.276500,	-27.452000,	-27.452000,	34.668000,	-25.747500,	-25.449200,	-103.837000,	-141.962000,	-1.497320,	1.523550,	-31.136400,	-6.649520,	-6.649520,	-50.700900,	-111.091000,	-45.097500,	-82.225900,	-82.326800,	-57.382900,	-79.542900,	-59.625400,	-20.533400,	-20.808600,	-46.623300,	-42.515800,	29.467900,	55.118800,	-92.545300,	-14.344200,	-39.758800,	685.350000,	-64.091400,	-54.921200,	21.879200,	-21.363100,	-27.305800,	-27.305800,	-27.305800,	-27.305800,	-13.101100,	-96.646800,	-9.084460,	557.562000,	557.562000,	-36.257500,	-95.046600,	16.368400
